order_id,date,customer_id,region,channel,category,quantity,unit_price,discount_pct,revenue,cogs,gross_profit,is_demo_data
ORD-10017,2024-01-04,CUST-255,North America,Digital Self-Service,Professional Consulting,2,3790.67,10.0,7581.34,4169.74,3411.6,True
ORD-10018,2024-01-18,CUST-253,North America,Direct Sales,Hardware & Peripherals,3,1118.56,0.0,3355.68,2416.09,939.59,True
ORD-10019,2024-01-12,CUST-114,North America,Direct Sales,Professional Consulting,1,6989.99,0.0,6989.99,3844.49,3145.5,True
ORD-10020,2024-01-16,CUST-132,North America,Inside Sales,Professional Consulting,1,7867.91,15.0,7867.91,4327.35,3540.56,True
ORD-10021,2024-01-06,CUST-154,LATAM,Partner / Reseller,Enterprise Software,1,4515.25,10.0,4515.25,1128.81,3386.44,True
ORD-10022,2024-01-13,CUST-232,EMEA,Partner / Reseller,Hardware & Peripherals,1,832.37,0.0,832.37,599.31,233.06,True
ORD-10023,2024-01-11,CUST-101,North America,Direct Sales,Enterprise Software,2,3304.9,0.0,6609.8,1652.45,4957.35,True
ORD-10024,2024-01-29,CUST-171,EMEA,Partner / Reseller,Enterprise Software,1,2455.63,5.0,2455.63,613.91,1841.72,True
ORD-10025,2024-01-24,CUST-300,EMEA,Inside Sales,Hardware & Peripherals,1,749.6,0.0,749.6,539.71,209.89,True
ORD-10026,2024-01-04,CUST-321,EMEA,Direct Sales,Cloud Services,1,1144.02,0.0,1144.02,400.41,743.61,True
ORD-10027,2024-01-24,CUST-148,EMEA,Partner / Reseller,Enterprise Software,1,4474.36,5.0,4474.36,1118.59,3355.77,True
ORD-10028,2024-01-09,CUST-306,APAC,Direct Sales,Cloud Services,1,2236.42,0.0,2236.42,782.75,1453.67,True
ORD-10029,2024-01-18,CUST-317,North America,Inside Sales,Professional Consulting,5,7813.98,5.0,39069.9,21488.45,17581.45,True
ORD-10030,2024-01-07,CUST-100,LATAM,Digital Self-Service,Professional Consulting,1,7414.66,15.0,7414.66,4078.06,3336.6,True
ORD-10031,2024-01-26,CUST-300,EMEA,Inside Sales,Cloud Services,5,1288.32,0.0,6441.6,2254.56,4187.04,True
ORD-10032,2024-01-10,CUST-115,APAC,Direct Sales,Enterprise Software,2,1422.24,0.0,2844.48,711.12,2133.36,True
ORD-10033,2024-01-16,CUST-345,EMEA,Partner / Reseller,Cloud Services,1,2190.71,0.0,2190.71,766.75,1423.96,True
ORD-10034,2024-01-03,CUST-327,EMEA,Direct Sales,Cloud Services,1,893.93,5.0,893.93,312.88,581.05,True
ORD-10035,2024-01-14,CUST-166,North America,Digital Self-Service,Cloud Services,1,1586.98,0.0,1586.98,555.44,1031.54,True
ORD-10036,2024-01-13,CUST-337,APAC,Direct Sales,Enterprise Software,1,3652.9,0.0,3652.9,913.23,2739.67,True
ORD-10037,2024-01-20,CUST-154,EMEA,Partner / Reseller,Hardware & Peripherals,1,1195.9,15.0,1195.9,861.05,334.85,True
ORD-10038,2024-01-29,CUST-212,APAC,Digital Self-Service,Enterprise Software,1,2128.28,5.0,2128.28,532.07,1596.21,True
ORD-10039,2024-01-26,CUST-176,LATAM,Direct Sales,Cloud Services,3,416.43,15.0,1249.29,437.25,812.04,True
ORD-10040,2024-01-05,CUST-139,North America,Partner / Reseller,Enterprise Software,2,4580.91,10.0,9161.82,2290.45,6871.37,True
ORD-10041,2024-01-07,CUST-164,APAC,Direct Sales,Cloud Services,1,2191.12,0.0,2191.12,766.89,1424.23,True
ORD-10042,2024-01-14,CUST-133,EMEA,Digital Self-Service,Professional Consulting,1,2264.52,0.0,2264.52,1245.49,1019.03,True
ORD-10043,2024-01-15,CUST-119,LATAM,Partner / Reseller,Cloud Services,1,1298.14,5.0,1298.14,454.35,843.79,True
ORD-10044,2024-01-27,CUST-110,North America,Direct Sales,Enterprise Software,1,3299.6,15.0,3299.6,824.9,2474.7,True
ORD-10045,2024-01-07,CUST-243,APAC,Inside Sales,Cloud Services,1,1800.56,25.0,1800.56,630.2,1170.36,True
ORD-10046,2024-01-24,CUST-349,APAC,Partner / Reseller,Enterprise Software,3,4733.55,15.0,14200.65,3550.16,10650.49,True
ORD-10047,2024-01-01,CUST-205,APAC,Partner / Reseller,Enterprise Software,2,4713.05,0.0,9426.1,2356.53,7069.57,True
ORD-10048,2024-01-26,CUST-220,North America,Inside Sales,Professional Consulting,1,4295.25,0.0,4295.25,2362.39,1932.86,True
ORD-10049,2024-01-27,CUST-149,North America,Digital Self-Service,Professional Consulting,1,3365.57,15.0,3365.57,1851.06,1514.51,True
ORD-10050,2024-01-25,CUST-315,EMEA,Direct Sales,Enterprise Software,1,3637.63,0.0,3637.63,909.41,2728.22,True
ORD-10051,2024-01-09,CUST-127,EMEA,Digital Self-Service,Enterprise Software,1,4857.63,10.0,4857.63,1214.41,3643.22,True
ORD-10052,2024-01-11,CUST-330,EMEA,Digital Self-Service,Cloud Services,1,2466.9,0.0,2466.9,863.41,1603.49,True
ORD-10053,2024-01-14,CUST-284,LATAM,Partner / Reseller,Enterprise Software,1,4717.19,0.0,4717.19,1179.3,3537.89,True
ORD-10054,2024-01-03,CUST-269,APAC,Digital Self-Service,Hardware & Peripherals,2,1116.81,5.0,2233.62,1608.21,625.41,True
ORD-10055,2024-01-22,CUST-132,North America,Inside Sales,Cloud Services,1,1245.04,5.0,1245.04,435.76,809.28,True
ORD-10056,2024-01-29,CUST-313,North America,Digital Self-Service,Enterprise Software,1,3362.6,0.0,3362.6,840.65,2521.95,True
ORD-10057,2024-01-26,CUST-213,EMEA,Inside Sales,Cloud Services,1,1774.88,10.0,1774.88,621.21,1153.67,True
ORD-10058,2024-01-26,CUST-269,EMEA,Digital Self-Service,Professional Consulting,1,5953.1,0.0,5953.1,3274.21,2678.89,True
ORD-10059,2024-01-25,CUST-137,North America,Partner / Reseller,Enterprise Software,3,2379.59,25.0,7138.77,1784.69,5354.08,True
ORD-10060,2024-01-20,CUST-261,EMEA,Inside Sales,Professional Consulting,1,2436.97,5.0,2436.97,1340.33,1096.64,True
ORD-10061,2024-01-08,CUST-320,APAC,Direct Sales,Enterprise Software,3,3812.97,10.0,11438.91,2859.73,8579.18,True
ORD-10062,2024-01-08,CUST-112,EMEA,Direct Sales,Enterprise Software,1,4840.27,5.0,4840.27,1210.07,3630.2,True
ORD-10063,2024-01-26,CUST-181,LATAM,Inside Sales,Cloud Services,2,1515.38,5.0,3030.76,1060.77,1969.99,True
ORD-10064,2024-01-24,CUST-214,APAC,Inside Sales,Hardware & Peripherals,3,598.08,5.0,1794.24,1291.85,502.39,True
ORD-10065,2024-01-25,CUST-233,EMEA,Partner / Reseller,Enterprise Software,2,3623.11,0.0,7246.22,1811.56,5434.66,True
ORD-10066,2024-01-03,CUST-328,EMEA,Partner / Reseller,Professional Consulting,1,3406.96,0.0,3406.96,1873.83,1533.13,True
ORD-10067,2024-01-13,CUST-204,North America,Inside Sales,Cloud Services,1,1883.48,5.0,1883.48,659.22,1224.26,True
ORD-10068,2024-01-07,CUST-342,EMEA,Inside Sales,Professional Consulting,2,4336.86,5.0,8673.72,4770.55,3903.17,True
ORD-10069,2024-02-11,CUST-313,North America,Partner / Reseller,Enterprise Software,3,2681.95,5.0,8045.85,2011.46,6034.39,True
ORD-10070,2024-02-08,CUST-273,APAC,Partner / Reseller,Cloud Services,1,460.95,10.0,460.95,161.33,299.62,True
ORD-10071,2024-02-29,CUST-200,EMEA,Direct Sales,Enterprise Software,1,3564.58,0.0,3564.58,891.14,2673.44,True
ORD-10072,2024-02-13,CUST-197,North America,Inside Sales,Enterprise Software,1,2954.45,0.0,2954.45,738.61,2215.84,True
ORD-10073,2024-02-24,CUST-207,North America,Direct Sales,Professional Consulting,5,3669.54,5.0,18347.7,10091.24,8256.46,True
ORD-10074,2024-02-23,CUST-266,North America,Direct Sales,Cloud Services,1,2499.81,10.0,2499.81,874.93,1624.88,True
ORD-10075,2024-02-07,CUST-132,EMEA,Direct Sales,Enterprise Software,1,1277.44,5.0,1277.44,319.36,958.08,True
ORD-10076,2024-02-06,CUST-255,EMEA,Direct Sales,Cloud Services,1,938.11,10.0,938.11,328.34,609.77,True
ORD-10077,2024-02-05,CUST-179,EMEA,Inside Sales,Hardware & Peripherals,1,263.5,0.0,263.5,189.72,73.78,True
ORD-10078,2024-02-22,CUST-162,North America,Digital Self-Service,Enterprise Software,3,3449.97,15.0,10349.91,2587.48,7762.43,True
ORD-10079,2024-02-19,CUST-110,North America,Inside Sales,Professional Consulting,2,6777.36,5.0,13554.72,7455.1,6099.62,True
ORD-10080,2024-02-02,CUST-310,EMEA,Inside Sales,Cloud Services,3,1116.59,25.0,3349.77,1172.42,2177.35,True
ORD-10081,2024-02-20,CUST-145,APAC,Digital Self-Service,Hardware & Peripherals,1,632.73,5.0,632.73,455.57,177.16,True
ORD-10082,2024-02-29,CUST-287,EMEA,Digital Self-Service,Cloud Services,1,1415.34,15.0,1415.34,495.37,919.97,True
ORD-10083,2024-02-26,CUST-292,EMEA,Inside Sales,Hardware & Peripherals,1,442.87,0.0,442.87,318.87,124.0,True
ORD-10084,2024-02-15,CUST-304,North America,Digital Self-Service,Professional Consulting,1,3091.04,15.0,3091.04,1700.07,1390.97,True
ORD-10085,2024-02-22,CUST-148,North America,Inside Sales,Hardware & Peripherals,1,733.58,5.0,733.58,528.18,205.4,True
ORD-10086,2024-02-24,CUST-214,APAC,Direct Sales,Enterprise Software,2,3009.15,0.0,6018.3,1504.58,4513.72,True
ORD-10087,2024-02-12,CUST-221,EMEA,Digital Self-Service,Cloud Services,2,1043.03,5.0,2086.06,730.12,1355.94,True
ORD-10088,2024-02-23,CUST-178,North America,Direct Sales,Cloud Services,1,1138.8,10.0,1138.8,398.58,740.22,True
ORD-10089,2024-02-10,CUST-147,North America,Inside Sales,Enterprise Software,2,3236.28,0.0,6472.56,1618.14,4854.42,True
ORD-10090,2024-02-18,CUST-125,APAC,Digital Self-Service,Hardware & Peripherals,1,700.87,0.0,700.87,504.63,196.24,True
ORD-10091,2024-02-05,CUST-111,LATAM,Digital Self-Service,Enterprise Software,1,3890.47,5.0,3890.47,972.62,2917.85,True
ORD-10092,2024-02-04,CUST-103,EMEA,Inside Sales,Cloud Services,1,1980.86,5.0,1980.86,693.3,1287.56,True
ORD-10093,2024-02-10,CUST-222,North America,Direct Sales,Enterprise Software,5,1395.23,5.0,6976.15,1744.04,5232.11,True
ORD-10094,2024-02-02,CUST-307,EMEA,Digital Self-Service,Cloud Services,1,1841.55,0.0,1841.55,644.54,1197.01,True
ORD-10095,2024-02-07,CUST-302,EMEA,Inside Sales,Enterprise Software,2,4104.89,5.0,8209.78,2052.45,6157.33,True
ORD-10096,2024-02-14,CUST-245,EMEA,Direct Sales,Enterprise Software,1,3436.4,15.0,3436.4,859.1,2577.3,True
ORD-10097,2024-02-06,CUST-161,North America,Direct Sales,Cloud Services,1,955.76,0.0,955.76,334.52,621.24,True
ORD-10098,2024-02-13,CUST-159,North America,Digital Self-Service,Cloud Services,1,1647.0,10.0,1647.0,576.45,1070.55,True
ORD-10099,2024-02-14,CUST-302,EMEA,Partner / Reseller,Enterprise Software,1,2087.01,5.0,2087.01,521.75,1565.26,True
ORD-10100,2024-02-17,CUST-136,North America,Partner / Reseller,Enterprise Software,1,1766.16,10.0,1766.16,441.54,1324.62,True
ORD-10101,2024-02-19,CUST-131,EMEA,Digital Self-Service,Professional Consulting,1,5415.24,5.0,5415.24,2978.38,2436.86,True
ORD-10102,2024-02-08,CUST-110,APAC,Digital Self-Service,Cloud Services,1,1436.97,5.0,1436.97,502.94,934.03,True
ORD-10103,2024-01-31,CUST-247,EMEA,Direct Sales,Enterprise Software,3,4855.26,25.0,14565.78,3641.45,10924.33,True
ORD-10104,2024-02-21,CUST-144,EMEA,Inside Sales,Professional Consulting,2,5457.48,15.0,10914.96,6003.23,4911.73,True
ORD-10105,2024-02-05,CUST-348,North America,Digital Self-Service,Hardware & Peripherals,3,607.68,5.0,1823.04,1312.59,510.45,True
ORD-10106,2024-02-10,CUST-277,EMEA,Inside Sales,Cloud Services,1,2201.24,10.0,2201.24,770.43,1430.81,True
ORD-10107,2024-02-17,CUST-129,LATAM,Inside Sales,Enterprise Software,1,1534.63,15.0,1534.63,383.66,1150.97,True
ORD-10108,2024-02-26,CUST-205,North America,Digital Self-Service,Hardware & Peripherals,1,840.54,5.0,840.54,605.19,235.35,True
ORD-10109,2024-02-15,CUST-240,North America,Digital Self-Service,Cloud Services,1,1995.98,5.0,1995.98,698.59,1297.39,True
ORD-10110,2024-02-22,CUST-304,North America,Partner / Reseller,Cloud Services,2,460.63,0.0,921.26,322.44,598.82,True
ORD-10111,2024-01-31,CUST-333,North America,Direct Sales,Cloud Services,10,595.74,5.0,5957.4,2085.09,3872.31,True
ORD-10112,2024-02-04,CUST-169,North America,Inside Sales,Cloud Services,1,1904.87,25.0,1904.87,666.7,1238.17,True
ORD-10113,2024-02-07,CUST-253,EMEA,Partner / Reseller,Cloud Services,1,703.75,15.0,703.75,246.31,457.44,True
ORD-10114,2024-02-08,CUST-301,EMEA,Direct Sales,Professional Consulting,1,7126.47,0.0,7126.47,3919.56,3206.91,True
ORD-10115,2024-02-09,CUST-321,North America,Inside Sales,Professional Consulting,2,5479.54,0.0,10959.08,6027.49,4931.59,True
ORD-10116,2024-02-17,CUST-322,North America,Partner / Reseller,Professional Consulting,5,4263.26,5.0,21316.3,11723.97,9592.33,True
ORD-10117,2024-02-07,CUST-221,EMEA,Inside Sales,Professional Consulting,1,4464.65,0.0,4464.65,2455.56,2009.09,True
ORD-10118,2024-02-21,CUST-346,North America,Digital Self-Service,Professional Consulting,1,5912.11,15.0,5912.11,3251.66,2660.45,True
ORD-10119,2024-02-27,CUST-103,EMEA,Inside Sales,Professional Consulting,3,2598.27,15.0,7794.81,4287.15,3507.66,True
ORD-10120,2024-02-04,CUST-259,EMEA,Direct Sales,Enterprise Software,1,4169.8,15.0,4169.8,1042.45,3127.35,True
ORD-10121,2024-02-27,CUST-260,EMEA,Inside Sales,Cloud Services,5,1520.61,15.0,7603.05,2661.07,4941.98,True
ORD-10122,2024-02-01,CUST-173,LATAM,Direct Sales,Cloud Services,2,893.02,5.0,1786.04,625.11,1160.93,True
ORD-10123,2024-02-03,CUST-142,EMEA,Direct Sales,Professional Consulting,1,6223.34,0.0,6223.34,3422.84,2800.5,True
ORD-10124,2024-02-25,CUST-162,EMEA,Partner / Reseller,Enterprise Software,1,2562.16,0.0,2562.16,640.54,1921.62,True
ORD-10125,2024-02-02,CUST-227,LATAM,Partner / Reseller,Cloud Services,2,1203.34,0.0,2406.68,842.34,1564.34,True
ORD-10126,2024-02-20,CUST-305,EMEA,Digital Self-Service,Enterprise Software,1,2170.24,5.0,2170.24,542.56,1627.68,True
ORD-10127,2024-02-05,CUST-176,EMEA,Inside Sales,Enterprise Software,10,4791.9,5.0,47919.0,11979.75,35939.25,True
ORD-10128,2024-02-14,CUST-223,North America,Inside Sales,Professional Consulting,1,3195.3,5.0,3195.3,1757.42,1437.88,True
ORD-10129,2024-02-18,CUST-312,EMEA,Digital Self-Service,Enterprise Software,1,3857.26,0.0,3857.26,964.32,2892.94,True
ORD-10130,2024-02-27,CUST-255,APAC,Digital Self-Service,Cloud Services,1,1963.8,10.0,1963.8,687.33,1276.47,True
ORD-10131,2024-02-07,CUST-258,North America,Partner / Reseller,Cloud Services,2,1139.87,5.0,2279.74,797.91,1481.83,True
ORD-10132,2024-02-28,CUST-108,EMEA,Partner / Reseller,Cloud Services,2,482.79,0.0,965.58,337.95,627.63,True
ORD-10133,2024-02-09,CUST-301,EMEA,Digital Self-Service,Enterprise Software,1,2778.91,5.0,2778.91,694.73,2084.18,True
ORD-10134,2024-02-29,CUST-341,EMEA,Digital Self-Service,Enterprise Software,3,1825.27,10.0,5475.81,1368.95,4106.86,True
ORD-10135,2024-02-10,CUST-293,LATAM,Inside Sales,Professional Consulting,1,4809.99,25.0,4809.99,2645.49,2164.5,True
ORD-10136,2024-02-25,CUST-167,EMEA,Inside Sales,Cloud Services,1,589.64,0.0,589.64,206.37,383.27,True
ORD-10137,2024-03-25,CUST-340,North America,Partner / Reseller,Cloud Services,3,1627.58,5.0,4882.74,1708.96,3173.78,True
ORD-10138,2024-03-21,CUST-156,EMEA,Inside Sales,Hardware & Peripherals,3,739.48,15.0,2218.44,1597.28,621.16,True
ORD-10139,2024-03-11,CUST-109,North America,Inside Sales,Cloud Services,1,645.02,0.0,645.02,225.76,419.26,True
ORD-10140,2024-03-09,CUST-271,LATAM,Inside Sales,Hardware & Peripherals,1,292.45,5.0,292.45,210.56,81.89,True
ORD-10141,2024-03-25,CUST-225,EMEA,Digital Self-Service,Enterprise Software,1,2776.56,0.0,2776.56,694.14,2082.42,True
ORD-10142,2024-03-13,CUST-192,North America,Digital Self-Service,Enterprise Software,1,2889.84,5.0,2889.84,722.46,2167.38,True
ORD-10143,2024-03-22,CUST-131,LATAM,Inside Sales,Enterprise Software,1,2712.93,0.0,2712.93,678.23,2034.7,True
ORD-10144,2024-03-08,CUST-301,North America,Partner / Reseller,Cloud Services,1,1654.01,10.0,1654.01,578.9,1075.11,True
ORD-10145,2024-03-08,CUST-155,APAC,Partner / Reseller,Enterprise Software,1,4107.6,0.0,4107.6,1026.9,3080.7,True
ORD-10146,2024-03-06,CUST-137,LATAM,Digital Self-Service,Professional Consulting,1,5575.89,10.0,5575.89,3066.74,2509.15,True
ORD-10147,2024-03-05,CUST-302,APAC,Digital Self-Service,Cloud Services,1,454.14,0.0,454.14,158.95,295.19,True
ORD-10148,2024-03-10,CUST-290,North America,Inside Sales,Enterprise Software,1,4018.53,10.0,4018.53,1004.63,3013.9,True
ORD-10149,2024-03-18,CUST-257,North America,Digital Self-Service,Cloud Services,1,1349.21,5.0,1349.21,472.22,876.99,True
ORD-10150,2024-03-02,CUST-275,North America,Inside Sales,Enterprise Software,1,3020.13,0.0,3020.13,755.03,2265.1,True
ORD-10151,2024-03-04,CUST-259,EMEA,Digital Self-Service,Enterprise Software,1,1763.67,0.0,1763.67,440.92,1322.75,True
ORD-10152,2024-03-21,CUST-125,APAC,Direct Sales,Cloud Services,2,1352.8,15.0,2705.6,946.96,1758.64,True
ORD-10153,2024-03-22,CUST-210,EMEA,Partner / Reseller,Professional Consulting,3,5308.01,5.0,15924.03,8758.22,7165.81,True
ORD-10154,2024-03-28,CUST-209,North America,Digital Self-Service,Cloud Services,1,1273.58,0.0,1273.58,445.75,827.83,True
ORD-10155,2024-03-06,CUST-121,North America,Direct Sales,Cloud Services,1,1395.96,10.0,1395.96,488.59,907.37,True
ORD-10156,2024-03-13,CUST-243,EMEA,Direct Sales,Professional Consulting,2,5338.22,5.0,10676.44,5872.04,4804.4,True
ORD-10157,2024-03-29,CUST-284,North America,Digital Self-Service,Cloud Services,3,1975.6,5.0,5926.8,2074.38,3852.42,True
ORD-10158,2024-03-13,CUST-223,North America,Direct Sales,Enterprise Software,1,3128.17,0.0,3128.17,782.04,2346.13,True
ORD-10159,2024-03-19,CUST-306,North America,Direct Sales,Enterprise Software,2,4097.9,5.0,8195.8,2048.95,6146.85,True
ORD-10160,2024-03-23,CUST-279,APAC,Digital Self-Service,Professional Consulting,1,3604.69,0.0,3604.69,1982.58,1622.11,True
ORD-10161,2024-03-07,CUST-136,APAC,Direct Sales,Professional Consulting,1,5397.93,0.0,5397.93,2968.86,2429.07,True
ORD-10162,2024-03-18,CUST-194,North America,Digital Self-Service,Enterprise Software,1,2795.36,10.0,2795.36,698.84,2096.52,True
ORD-10163,2024-03-20,CUST-293,EMEA,Direct Sales,Cloud Services,1,2255.02,0.0,2255.02,789.26,1465.76,True
ORD-10164,2024-03-23,CUST-155,APAC,Direct Sales,Cloud Services,1,1674.86,0.0,1674.86,586.2,1088.66,True
ORD-10165,2024-03-05,CUST-270,North America,Partner / Reseller,Enterprise Software,1,3778.25,0.0,3778.25,944.56,2833.69,True
ORD-10166,2024-03-21,CUST-296,North America,Digital Self-Service,Enterprise Software,5,1976.81,0.0,9884.05,2471.01,7413.04,True
ORD-10167,2024-03-05,CUST-197,EMEA,Partner / Reseller,Enterprise Software,1,4038.65,5.0,4038.65,1009.66,3028.99,True
ORD-10168,2024-03-28,CUST-289,North America,Direct Sales,Cloud Services,1,1143.75,5.0,1143.75,400.31,743.44,True
ORD-10169,2024-03-04,CUST-281,EMEA,Digital Self-Service,Professional Consulting,2,5454.55,0.0,10909.1,6000.01,4909.09,True
ORD-10170,2024-03-02,CUST-217,APAC,Digital Self-Service,Hardware & Peripherals,5,330.47,0.0,1652.35,1189.69,462.66,True
ORD-10171,2024-03-29,CUST-120,North America,Digital Self-Service,Enterprise Software,1,2855.57,10.0,2855.57,713.89,2141.68,True
ORD-10172,2024-03-09,CUST-129,EMEA,Partner / Reseller,Enterprise Software,1,1838.9,15.0,1838.9,459.73,1379.17,True
ORD-10173,2024-03-13,CUST-137,North America,Partner / Reseller,Enterprise Software,2,4841.25,0.0,9682.5,2420.62,7261.88,True
ORD-10174,2024-03-07,CUST-145,LATAM,Inside Sales,Cloud Services,2,1996.45,5.0,3992.9,1397.51,2595.39,True
ORD-10175,2024-03-20,CUST-244,EMEA,Digital Self-Service,Professional Consulting,5,4693.43,15.0,23467.15,12906.93,10560.22,True
ORD-10176,2024-03-22,CUST-261,North America,Digital Self-Service,Enterprise Software,1,2871.1,5.0,2871.1,717.77,2153.33,True
ORD-10177,2024-03-13,CUST-114,North America,Digital Self-Service,Cloud Services,1,1051.86,0.0,1051.86,368.15,683.71,True
ORD-10178,2024-03-29,CUST-198,EMEA,Direct Sales,Hardware & Peripherals,2,244.81,5.0,489.62,352.53,137.09,True
ORD-10179,2024-03-27,CUST-228,North America,Direct Sales,Cloud Services,2,795.3,5.0,1590.6,556.71,1033.89,True
ORD-10180,2024-03-27,CUST-229,EMEA,Direct Sales,Hardware & Peripherals,2,510.61,0.0,1021.22,735.28,285.94,True
ORD-10181,2024-03-16,CUST-193,North America,Digital Self-Service,Hardware & Peripherals,2,700.27,0.0,1400.54,1008.39,392.15,True
ORD-10182,2024-03-26,CUST-265,North America,Digital Self-Service,Enterprise Software,2,3471.97,0.0,6943.94,1735.98,5207.96,True
ORD-10183,2024-03-23,CUST-346,APAC,Partner / Reseller,Enterprise Software,3,2157.58,0.0,6472.74,1618.18,4854.56,True
ORD-10184,2024-03-20,CUST-267,EMEA,Inside Sales,Cloud Services,1,2325.17,0.0,2325.17,813.81,1511.36,True
ORD-10185,2024-03-24,CUST-302,North America,Partner / Reseller,Hardware & Peripherals,1,475.06,5.0,475.06,342.04,133.02,True
ORD-10186,2024-03-28,CUST-123,EMEA,Inside Sales,Hardware & Peripherals,3,1197.02,5.0,3591.06,2585.56,1005.5,True
ORD-10187,2024-03-02,CUST-342,APAC,Partner / Reseller,Enterprise Software,1,1885.0,0.0,1885.0,471.25,1413.75,True
ORD-10188,2024-03-06,CUST-229,APAC,Direct Sales,Enterprise Software,2,2324.01,5.0,4648.02,1162.01,3486.01,True
ORD-10189,2024-03-30,CUST-141,North America,Partner / Reseller,Professional Consulting,1,2786.29,10.0,2786.29,1532.46,1253.83,True
ORD-10190,2024-03-03,CUST-213,EMEA,Inside Sales,Cloud Services,1,1820.36,0.0,1820.36,637.13,1183.23,True
ORD-10191,2024-03-09,CUST-313,North America,Inside Sales,Enterprise Software,1,4272.77,5.0,4272.77,1068.19,3204.58,True
ORD-10192,2024-03-11,CUST-141,APAC,Partner / Reseller,Professional Consulting,1,5017.44,15.0,5017.44,2759.59,2257.85,True
ORD-10193,2024-03-03,CUST-126,EMEA,Direct Sales,Cloud Services,2,2235.65,0.0,4471.3,1564.95,2906.35,True
ORD-10194,2024-03-26,CUST-312,North America,Partner / Reseller,Enterprise Software,1,2907.41,10.0,2907.41,726.85,2180.56,True
ORD-10195,2024-03-30,CUST-228,North America,Inside Sales,Enterprise Software,1,1301.35,25.0,1301.35,325.34,976.01,True
ORD-10196,2024-03-13,CUST-282,EMEA,Partner / Reseller,Enterprise Software,1,2411.0,0.0,2411.0,602.75,1808.25,True
ORD-10197,2024-03-11,CUST-294,EMEA,Inside Sales,Hardware & Peripherals,3,646.08,5.0,1938.24,1395.53,542.71,True
ORD-10198,2024-03-30,CUST-240,LATAM,Inside Sales,Enterprise Software,3,2172.51,0.0,6517.53,1629.38,4888.15,True
ORD-10199,2024-03-11,CUST-263,APAC,Inside Sales,Enterprise Software,1,1663.02,0.0,1663.02,415.75,1247.27,True
ORD-10200,2024-03-28,CUST-231,EMEA,Partner / Reseller,Hardware & Peripherals,1,776.58,0.0,776.58,559.14,217.44,True
ORD-10201,2024-03-02,CUST-270,EMEA,Digital Self-Service,Cloud Services,1,905.18,0.0,905.18,316.81,588.37,True
ORD-10202,2024-03-18,CUST-105,North America,Inside Sales,Cloud Services,1,2051.47,0.0,2051.47,718.01,1333.46,True
ORD-10203,2024-03-14,CUST-301,North America,Partner / Reseller,Hardware & Peripherals,1,416.33,10.0,416.33,299.76,116.57,True
ORD-10204,2024-03-22,CUST-134,North America,Digital Self-Service,Enterprise Software,2,3411.23,10.0,6822.46,1705.62,5116.84,True
ORD-10205,2024-03-07,CUST-222,EMEA,Partner / Reseller,Professional Consulting,10,6108.1,0.0,61081.0,33594.55,27486.45,True
ORD-10206,2024-03-26,CUST-302,North America,Direct Sales,Hardware & Peripherals,1,188.83,0.0,188.83,135.96,52.87,True
ORD-10207,2024-03-11,CUST-164,North America,Partner / Reseller,Cloud Services,1,2477.16,0.0,2477.16,867.01,1610.15,True
